,Unnamed: 0,comment,sentimen
187,187,perintah berani ga nge lolosin undang2 miskin koruptor kalo ga ga percaya,negatif
188,188,itu lah d malaysia d tuduh malas kerja memang pilih kerja potong kwsp sajarugi keja tahun tahun tak kwspini simpan ari tua cecah rm100khingga rm200k ringgit malaysia klu d rupiah dah berapa milliar tutengok berapa d potong berapa tahun keja lahkwsp malaysis penting klu kami nak lamar kerja kwsp kami tanya ada potong tidakkwsp juga banyak sekali manfaat nya buat kamikonten mcm bagus kamu kan bro bukan mcm konten indo yang lain banyak hoaxs nyamanfaat konten tidak adahanya cari cuan demi kantung sendiri,negatif
189,189,kalo mnurt gw yang dukung tapera kocak sih gajih lu 7 6 5jt potong 3 satu th 24jt doang 10th cumn 48 45jt rumah model apa woi harga sgitu perintah sehat,negatif
190,190,wkwk jenius pret pret,positif
191,191,stop bayar pajak,negatif
192,192,definisi indonesia sekarang sisa rutinitas ceremony sibuk administrasi bangsa satu lebih kata bubar,negatif
193,193,gw tuju program bagus masalah malah jadi ladang korupsi baru,negatif
194,194,serious ler indonesia baru nk buat potong gaji malaysia 1951 kwsp dah start dah,negatif
195,195,tabung paksa bagus jamin masa depan waktu pencen kelak mana kerjaya swasta tabung masa sama beberapa keluar utk tuju depo rumah waktu2 emergency pandemik dulu dalam masa lama kerajaanpemerintah lazim guna modaltabung paksa tu utk investment,negatif
196,196,salah satu konten baik lo buat ray gw sbg kelas tengah gaji cuma sedikit atas batas maksimum tapera cuma elus2 dada benefit ga bs dinikmatin tetep bayardan iya bener perintah siap bukan sistem karna gw yakin sistem bs siap lbh mental lama jabat kuasi orang2 dgn mental koruptor program apa ga hasil trust ga bangun dlm tempo 1 2 tahun minimal perintah butuh 10 tahun utk dapat trust rakyat itu lihat indeks korupsi harus turun serendah2nya,negatif
197,197,kata kata sepuh akhir 1212,negatif
198,198,tapera benar sih bagus kita tinggal tingkat korupsi tinggi jadi atidak kurang tepat,negatif
199,199,iris kuping gua kalau tapera jadi ladang korupsi,negatif
200,200,yaelahh gimana ga trust issue tabung wajib rumah twp tni ad aja berani korupsi apa tapera uang rakyat berani jamin lu bang ga bakal korup,positif
201,201,ahh lama masalah masa lalu macem asabri tapera jiwasraya aja hak ujung nya jelasslama juga masyarakat akan oercaya pemerintahudah nabung paksa proteksi tanggung jawab ada jaaann cookkk nama,negatif
202,202,tapera bagus cuma banyak tikus,negatif
203,203,gue sih gag rela kalo tabung gue kelola sama badut ujung2nya pasti canda udah gag usah aneh2 dah,negatif
204,204,masalah paling kritis tapera sebenernya opini publik terlalu bias 100 salah perintah gua tau lama bikin muak kita clear nilai tapera udah 2016 uu no 4 tahun 2016 inisiatif dpr tuju dpr sama perintah lalu sah pp atur perintah atur turun atur teknis laksana uu sesuai amanat uu no 4 tahun 2016 segala atur mulai wajib ikut sanksi bentuk bp tapera komite tapera semua2nya di uu no 4 tahun 2016 ga cuma angka 3 karna udah masuk ranah teknis kalo kritik batas angka 3 marah2 perintah wajar kalo kritik seluruh perlu hajar bukan perintah dpruu tuh hierarki susun uud 1945 tap mpr uuperppu atur perintah ganti uu pp pres perda provinsi perda kabupatenkota lalu asas lex superior derogat legi inferior hukum lebih rendah tentang hukum lebih tinggi konteks tapera poin2 pp ga tentang uu no 4 tahun 2016 satu hal yang gua kritisi angka 3 yang beban lebih banyak masyarakat 25 kalo mau marah soal kita dorong perintah revisi pp beban lebih besar pengusahaemployer kalo mau nolak seluruh dorong dpr revisi lu ga terima kena sanksi kalo telat bayar marah koridor uu no 4 tahun 2016 bukan pp karna atur ada di uu tsb pp mentidakomodir tentu dari uu no 4 tahun 2016 lalu jabar teknis laksana poin gua adalah nilai kita tuh ga bias ke satu pihak karna tapera salah kolektif dpr selaku lembaga legislatif perintah selaku lembaga eksekutif legislatif punya power yang besar karna amanat uud 1945 pegang kuasa buat uu bahkan perintah bikin perppu ga ujug2 sah jadi uu harus bahas sama dpr contoh cipta kerja mk nyata inkonstitusional syarat lalu minta perintah revisi keluar lah perppu itu bahas sama dpr kalo mayoritas fraksi tuju sah jadi uu laku ikat kritis boleh banget harus paham juga konteks biar salah sasar opini publik giring seolah2 semua salah perintah lalu dpr angkat tangan mereka ga laku salah udah mulai muncul kan tuh anggota2 dewan yang sok jadi hero bullshit banget,negatif
205,205,korupsi dulu ilang baru tapera tapera mau jenius apa kalau koruptor rajalela ga,negatif
206,206,jangan tapera masyarakat se indonesia yakin mau patungan uang bangun kalau perintah dipercayatidak korupsi,negatif
207,207,d daerah gw bnyk perum2 pmerintah trbengkalai smua pda rusak ancur bner2 ga layak bgt kualitas matrialnya skali tendang ambyar,negatif
208,208,ingat om indonesia udah tolong dana haji kelar udah kalo kelolaaan bener,positif
209,209,waduh influencer,negatif
210,210,lama ruu ampas aset korupsi tuju jangan percaya dana aman tolak2in tu funding perintah,negatif
211,211,sindir si tim tuh kata lompat sekoci partner kapal tenggelem dia harus balikin duit investor makek uang pribadi,negatif
212,212,korupsi korupsi korupsi gmn mau percaya,negatif
213,213,miris tapera beneran soal indonesia apa korup bpjs korup pajak korup rakyat bawah hasil kaya bayar upeti buat bikin perintah korup makin neng tuh buat korupsi indonesia mana jelas manfaat semua abu miris,negatif
214,214,449 mohon maaf saya izin tanya bagi sini terus nya sampe 500 kenapa beberapa kali potong cut,negatif
215,215,kalau punya sudut pandang turut betul tapera rupa trik perintah dapat sumber dana gratis perintah perlu kembali lebihkarena kalau hutang imf kan kena bungasedangkan kalau buka sbn harus kasih returnjadi sini perintah untung besar dapat dana segar bebas bungasedangkan beban tapera perintah hampir nolkarena subsidi beli rumah kan sama program lama sudah berjalankarena simplekonsep tapera tak lebih hanya tabung paksa kemudian jadi dp rumah subsidi masa depan,negatif
216,216,kalau cair uang kalo ga cair gimana udah tau korupsi mana,negatif
217,217,sebanrnya program bagus warga benar tuju cuman warga takut kelola perintah sudah banyak contoh perintah korupsi nggk becus,negatif
218,218,rakyat jabat biar depo si zeus libur luar negri keluarga,negatif
219,219,sistem busuk celah utk peluang korupsi sangat buka lebar janji presiden sering ingkar rakyat mana bakal percaya,negatif
220,220,kalau tapera masyarakat tidak punya rumah semua wajib kolaborasi padahal program untuk subsidi belum punya rumah yang punya rumah ikut,negatif
221,221,dana tapera untuk bantu masyarakat butuh apa mungkin masyarakat ngtidak mau ada tabung tapera jadi mau,negatif
222,222,mending w nabung sendiri,negatif
223,223,tdk perlu dukung tapera tetap terap kok bang kan bijak wajib,positif
224,224,kalo negara kelola baik kunci taspen asabritapera pns hehehe duit bosss siapa ga ijo mata,positif
225,225,bahas sistem perintah islam khilafah bangkok rame banyak menyuarakankatanya negara pajak,negatif
226,226,trust issue perintah akan hilang belum janji korupsi hukum mti depan publik,negatif
227,227,2013 ruu tapera tolak sby2016 uu tapera dibentukintinya presiden punya hak buat batalin uu nya apa daya conflict of interest sangat lekat perintah sekarang,negatif
228,228,masyarakat belum siap savingan dana jangka panjang tidak ambil ambil biaya hidup makin roket tingkat buat kalang bawah maupun tengah klu sistem luar mau terap negara pikir ulang masih banyak solusi yang lebih pas ada kondisi ekonomi masyarakat sekarang,negatif
229,229,mungkin mau nyari tutup uang buat nyairin tapera pns udah jatuh tempo buat cair,negatif
230,230,gampang aja sahkan dulu ruu ampas asset kl mau trust masyarakat sedikit baik perintah,negatif
231,231,rakyat,positif
232,232,lu mau invest tempat lu invest ngtidak kredibel bahkan punya sejarah hilang dana investor dahulu,negatif
233,233,sangat sayang cuma bikin atur ambil uang rakyat sekali hukum uang rakyat korupsi hukum mti jenis ganti deh sumpah jabat jadi doa sama apabila ambil bukan hak nya tinggal minimal 7 hari maksimal 30 hari ambil,negatif
234,234,jangkam tapera bpjs gua bulan iur 100k aja kadang gua males buat bayar nya bukan nya ga mampu bayar cuma mikir aja duit gua tabung bpjs bulan beneran tabung mana,negatif
235,235,gw sbnrnya tuju jangan cm 2 20 gpp potong aja tp dgn syarat gw udah tempatin rumah at least kasih tau model rumah lokasi sama spesifikasi lain,negatif
236,236,buat bijak buat ladang koruptor luar biasa sekali lama koruptor di miskin di potong tangan rakyat akan percaya sama perintah,positif
237,237,tapera banyak tolak warga indonesia masuk karena sendiri masuk kriteria dapat rumah subsidi tapera paksa ikut tapera jadi guna buat apa beban,negatif
238,238,uang tni ajh korupsi uang sipil,negatif
239,239,begitu dulu bpjs tentang bayangin lu cuma bayar 35ribu bpjs kelas 3 lu manfaat sekira 150juta,negatif
240,240,sangat setujumenitipkan uang paksa negeri ranum korupsi spt ini bagaimana rakyat percaya,negatif
241,241,bagus bgt video ngga cuma jelasin kurang kayak objektif jelasin banding program jenis negara lain serta timeline sejarah dos,negatif
242,242,jenius mata mas mas,negatif
243,243,gw sebenernya g masalah potong tapera cuman jadi masalah ketidakpastian history bobrok saat media lihat banyak nya janggal koruptor perintah emang orang langsung percaya program apalagi dana langsung rakyat,negatif
244,244,astaghfirullah rakyat masih banyak pikir nyampe kesana sya aja udah sarjana longo dengar jelas apalagi org kampung notabene banyak bukan lulus sarjana,negatif
245,245,asabri jiwasraya terus harap banyak percaya,negatif
246,246,rakyat rakyat aja skg dari rakyat kroni keluarga gimana ikn mau percaya investor rakyat sendiri aja gapercaya sama perintah,positif
247,247,bahas soal bijak program baru bpjs bang kata sdh tdk bagi kelas nnti iur potong dasar besar kecil gaji jdi makin besar gaji makin besar potong,negatif
248,248,inti udah ntidak percaya terlalu banyak kasus korup say n o t o t a p e r a yang punya cicil rumah ntidak nikmat padahal tau ntidak sih juga darah darah buat rumah pertama kalau ntidak dipakasain ntidak bakal punya rumah kalau nunda nunda makin ntidak kebel rumah potong udah naik semua pph ppn natura tax dlltinggal udara oksigen aja dipajakin,negatif
249,249,lu lupa budaya korupsi,negatif
250,250,inti perintah blm siap rakyat percaya kalo uang kelola perintah pasti ujung korupsi,negatif
251,251,bang lu beda sejak jumpa presiden ikn,negatif
252,252,dicairin pensiun usia 58th nah klo sekarang udah atas 58th bentar pensiun trus guna apa,negatif
253,253,tabung bagus kalau kelola perintah lembagalembaga lain hasil kurang bagus rawan dikorupsinah rumah subsidi kelola perintah daerah kerja developer nakal makin ancur aja tabungankalian harud tau developer subsidi banyak nakal banding benernyapemerintah daerah polisi pupr daerah tidak ngapangapain cuma tutup mata telinga sajakalau mau bukti sini tunjukin,negatif
254,254,sebenernya program udah bener gw dukung banget ada tapi nih klo jalan 100 orangorang balik kudu harus bener biar duit hilang gitu aja bagai 271t,negatif
255,255,lama korupsi rajalela hukum masih condong bawah gwa sendiri ogah tidak ikhlas karna rasa warga konoha udah tahu semua bagaimana kerja perintah pasti tuju pikir sayakecuali perintah benah mulai hukum penetidakkannya klo contoh negara china baru gwa percaya mau nyumbangin duit gwa,negatif
256,256,nyicil rumah 30tahuncicilan balap sama maut,negatif
257,257,jujur aja gua dah gk percaya dgn perintah krn terlalu konyol kasus korup dgn hukum anak tk,negatif
258,258,aneh taperanegara harus subsidi masyarakatbukan masyarakat gotongroyongengtidak jelas perintah hitung,negatif
259,259,bang next konten jelasin gimana pindah negara bang,negatif
260,260,sebenernya simple anda pimpin tinggi cara terang terang lanjut dinastilalu penetidak hukum buat suka hatidan instansi ada korupsimaka trust rakyat konoha tinggijika rakyat percaya pimpin tertinggimaka rela keluar uang negri salam yntkts,positif
261,261,singapore potong 37 gaji gede bang lah indonesia udah mah gaji kecil pas2an buat hidup bulan mau potong buat tapera kocak,negatif
262,262,banyak rumah murah perintah bengkalai coba koh reymon bahas,negatif
263,263,tapera tabung peras rakyat,negatif
264,264,kelola nya koruptor semua sangat sayang program,negatif
265,265,tuju banget bgtambahan derita rakyat,negatif
266,266,konsese tambang aja kelola negara utk makmur rakyat malah bagi2 ormas buat buah nafsu dukung politik buat keluarag lengser mending buat cadang dana rumah rakyat,positif
267,267,potong wajib iur usaha kerja total tapera 05253kesehatan 415ketenatidakerjaan 37257jaminan pensiun 213kecelakaan kerja 0174174kematian 00303total usaha 102total kerja 854total 1874tidak pph 21 terlalu banyak variasi,negatif
268,268,jangan percaya inti perintah indonesia curi,negatif
269,269,terlalu banyak pungli indonesia,negatif
270,270,bpjs aja bom sempurna,negatif
271,271,perintah harus ngurusin warga mau punya rumah tidak bahkan orang yang ga ken beli rumah kalo cuman rumah subsidi emang lokasi kalo jakarta,negatif
272,272,aussie 40 persen,negatif
273,273,dateng dr ikn kurang duit bang lu sempet promosiin ikngk punya uang tp mau bangun rumah mewah,negatif
274,274,cemana kalo cuman omon omon real 100 uang malah korup,negatif
275,275,perintah eksekutif legislatif ibarat tukang selingkuh minta maaf bawa bawa nama tuhan trus besok nya selingkuh trus minta maaf udah muter muter gitu gitu aja,negatif
276,276,distrust percaya mahal,negatif
277,277,ada kalo negara kelola baik thats a big kalo pada track recordnya program ambil dana masyarakat sering akhir baik,positif
278,278,tukang korupsi makin senyum lihat,negatif
279,279,biduan bawa ahem nich,negatif
280,280,perintah kalo mau maling duit rakyat pake bijak,positif
281,281,mantap si jelas nya lebih perinci min,negatif
282,282,orang gila mana se indonesia raya yang percaya kelola dana nya perintah orang gila mana,negatif
283,283,jenius hongkong kacau u brosebelum buat statement ajar lebih dahulupake logika dah,negatif
284,284,jadi beneran utk seluruh kerja indo kerja luar negeri masih status indo njir kirain cuma kerja perintah,positif
285,285,perintah banyak acara jiwasraya asabri korup baik pejabat2 korup tidak jelas mental mfkn cari atidak pinter kelola keuangantidak urus lulus ln apa klo ujung2nya mjnta gaji gede laku korupperbaiki dlu baru buat programbiar percaya,negatif
286,286,mending rubah dulu hukum korupsi minimal hukum mati baru percaya tapera,negatif
287,287,awal gw tau sistem tapera dasar bagus rakyat sendiri klo udah bahas soal kelola nahh masa iya percaya uang sama negara kasus korupsi bikin geger dunia mksd gw gin rakyat negara sudah lelah dengerin kabar korupsi trus tiba buat atur yang butuh percaya tinggi rakyat perintah kurang maksa itudipaksa nabung paksa percaya,negatif
288,288,tapera kata nya ikut udah 1thn ambil rumah kata nyalo bayangin kl semua kerja ikut serempak ambil rumah apa ga jual ni negarakl bikin kebihakan ga usah mulukikn isu nya bakal mangkrang karna apn tinggal 17t ga mau inves mana lagu ni duit nya ini lah salah satu nyapukul rata 150rb orang kali 1 indonesia jadi lah ituakalan proyek pindah ikn yang paksa,negatif
289,289,bukan soal ptogramnya brotp carapengelolaannya bronyang amburadulbnyk korupsibenahi dulu tata kelolanyaorg2 jabat sbg komisioner tapera nyabaru progitu bs dijelaskanmasa elu gk tau gaji komisioner tapera 40 jt an utk pimpin,negatif
